vertex_index,label_id,label
169,1,renal_pelvis
170,1,renal_pelvis
171,1,renal_pelvis
172,1,renal_pelvis
173,1,renal_pelvis
174,1,renal_pelvis
175,1,renal_pelvis
176,1,renal_pelvis
177,1,renal_pelvis
178,1,renal_pelvis
179,1,renal_pelvis
180,1,renal_pelvis
181,1,renal_pelvis
182,1,renal_pelvis
183,2,ureter_stub
184,2,ureter_stub
185,2,ureter_stub
186,2,ureter_stub
187,2,ureter_stub
188,2,ureter_stub
189,2,ureter_stub
190,2,ureter_stub
191,2,ureter_stub
192,2,ureter_stub
193,2,ureter_stub
194,2,ureter_stub
195,1,renal_pelvis
196,1,renal_pelvis
197,1,renal_pelvis
198,1,renal_pelvis
199,1,renal_pelvis
200,1,renal_pelvis
201,1,renal_pelvis
202,2,ureter_stub
203,2,ureter_stub
204,2,ureter_stub
205,2,ureter_stub
206,2,ureter_stub
207,2,ureter_stub
208,2,ureter_stub
209,2,ureter_stub
210,2,ureter_stub
211,2,ureter_stub
212,2,ureter_stub
213,1,renal_pelvis
214,1,renal_pelvis
215,1,renal_pelvis
216,1,renal_pelvis
217,1,renal_pelvis
218,1,renal_pelvis
219,1,renal_pelvis
220,1,renal_pelvis
221,2,ureter_stub
222,2,ureter_stub
223,2,ureter_stub
224,2,ureter_stub
225,2,ureter_stub
226,2,ureter_stub
227,1,renal_pelvis
228,1,renal_pelvis
229,1,renal_pelvis
230,1,renal_pelvis
231,1,renal_pelvis
232,1,renal_pelvis
233,1,renal_pelvis
234,1,renal_pelvis
235,1,renal_pelvis
236,1,renal_pelvis
237,1,renal_pelvis
238,1,renal_pelvis
239,1,renal_pelvis
240,1,renal_pelvis
241,1,renal_pelvis
242,1,renal_pelvis
243,1,renal_pelvis
244,1,renal_pelvis
245,1,renal_pelvis
246,1,renal_pelvis
247,1,renal_pelvis
248,1,renal_pelvis
249,1,renal_pelvis
250,1,renal_pelvis
251,1,renal_pelvis
252,1,renal_pelvis
253,1,renal_pelvis
254,1,renal_pelvis
255,1,renal_pelvis
256,1,renal_pelvis
257,1,renal_pelvis
258,1,renal_pelvis
259,1,renal_pelvis
260,1,renal_pelvis
261,1,renal_pelvis
262,1,renal_pelvis
263,1,renal_pelvis
264,1,renal_pelvis
265,1,renal_pelvis
266,1,renal_pelvis
267,1,renal_pelvis
268,1,renal_pelvis
269,1,renal_pelvis
270,1,renal_pelvis
271,1,renal_pelvis
272,1,renal_pelvis
273,1,renal_pelvis
274,1,renal_pelvis
275,1,renal_pelvis
276,1,renal_pelvis
277,1,renal_pelvis
278,1,renal_pelvis
279,1,renal_pelvis
280,1,renal_pelvis
281,1,renal_pelvis
282,1,renal_pelvis
283,1,renal_pelvis
284,1,renal_pelvis
285,1,renal_pelvis
286,1,renal_pelvis
287,1,renal_pelvis
288,1,renal_pelvis
289,1,renal_pelvis
290,1,renal_pelvis
291,2,ureter_stub
292,2,ureter_stub
293,2,ureter_stub
294,2,ureter_stub
295,2,ureter_stub
296,2,ureter_stub
297,2,ureter_stub
298,2,ureter_stub
299,2,ureter_stub
300,2,ureter_stub
301,2,ureter_stub
302,2,ureter_stub
303,2,ureter_stub
304,2,ureter_stub
305,2,ureter_stub
306,2,ureter_stub
307,2,ureter_stub
308,2,ureter_stub
309,2,ureter_stub
310,2,ureter_stub
311,2,ureter_stub
312,2,ureter_stub
313,2,ureter_stub
314,2,ureter_stub
315,2,ureter_stub
316,2,ureter_stub
317,2,ureter_stub
318,2,ureter_stub
319,1,renal_pelvis
320,1,renal_pelvis
321,1,renal_pelvis
322,1,renal_pelvis
323,1,renal_pelvis
324,1,renal_pelvis
325,2,ureter_stub
326,2,ureter_stub
327,2,ureter_stub
328,2,ureter_stub
329,2,ureter_stub
330,2,ureter_stub
331,2,ureter_stub
332,2,ureter_stub
333,2,ureter_stub
334,2,ureter_stub
335,2,ureter_stub
336,2,ureter_stub
337,2,ureter_stub
338,2,ureter_stub
339,2,ureter_stub
340,2,ureter_stub
341,2,ureter_stub
342,2,ureter_stub
343,2,ureter_stub
344,2,ureter_stub
345,2,ureter_stub
346,2,ureter_stub
347,2,ureter_stub
348,2,ureter_stub
349,2,ureter_stub
350,2,ureter_stub
351,2,ureter_stub
352,2,ureter_stub
353,2,ureter_stub
354,2,ureter_stub
355,2,ureter_stub
356,2,ureter_stub
357,2,ureter_stub
358,1,renal_pelvis
359,1,renal_pelvis
360,1,renal_pelvis
361,1,renal_pelvis
362,2,ureter_stub
363,2,ureter_stub
364,2,ureter_stub
365,2,ureter_stub
366,2,ureter_stub
367,2,ureter_stub
368,2,ureter_stub
369,2,ureter_stub
370,2,ureter_stub
371,2,ureter_stub
372,2,ureter_stub
373,2,ureter_stub
374,2,ureter_stub
375,2,ureter_stub
376,2,ureter_stub
377,2,ureter_stub
378,2,ureter_stub
379,2,ureter_stub
380,2,ureter_stub
381,2,ureter_stub
382,2,ureter_stub
383,2,ureter_stub
384,2,ureter_stub
385,2,ureter_stub
386,2,ureter_stub
387,2,ureter_stub
388,2,ureter_stub
389,2,ureter_stub
390,2,ureter_stub
391,2,ureter_stub
392,2,ureter_stub
393,2,ureter_stub
394,2,ureter_stub
395,2,ureter_stub
396,2,ureter_stub
397,2,ureter_stub
398,2,ureter_stub
399,2,ureter_stub
400,2,ureter_stub
401,2,ureter_stub
402,2,ureter_stub
403,2,ureter_stub
404,2,ureter_stub
405,1,renal_pelvis
406,1,renal_pelvis
407,1,renal_pelvis
408,1,renal_pelvis
409,1,renal_pelvis
410,2,ureter_stub
411,2,ureter_stub
412,2,ureter_stub
413,2,ureter_stub
414,2,ureter_stub
415,2,ureter_stub
416,2,ureter_stub
417,2,ureter_stub
418,2,ureter_stub
419,2,ureter_stub
420,2,ureter_stub
421,2,ureter_stub
422,2,ureter_stub
423,2,ureter_stub
424,2,ureter_stub
425,2,ureter_stub
426,2,ureter_stub
427,2,ureter_stub
428,2,ureter_stub
429,2,ureter_stub
430,2,ureter_stub
431,2,ureter_stub
432,2,ureter_stub
433,2,ureter_stub
434,2,ureter_stub
435,2,ureter_stub
436,2,ureter_stub
437,2,ureter_stub
438,2,ureter_stub
439,2,ureter_stub
440,2,ureter_stub
441,2,ureter_stub
442,2,ureter_stub
443,2,ureter_stub
444,1,renal_pelvis
445,1,renal_pelvis
446,1,renal_pelvis
447,1,renal_pelvis
448,1,renal_pelvis
449,2,ureter_stub
450,2,ureter_stub
451,2,ureter_stub
452,2,ureter_stub
453,2,ureter_stub
454,2,ureter_stub
455,2,ureter_stub
456,2,ureter_stub
457,2,ureter_stub
458,2,ureter_stub
459,2,ureter_stub
460,2,ureter_stub
461,2,ureter_stub
462,2,ureter_stub
463,2,ureter_stub
464,2,ureter_stub
465,2,ureter_stub
466,2,ureter_stub
467,2,ureter_stub
468,2,ureter_stub
469,2,ureter_stub
470,2,ureter_stub
471,2,ureter_stub
472,2,ureter_stub
473,2,ureter_stub
474,2,ureter_stub
475,2,ureter_stub
476,2,ureter_stub
477,2,ureter_stub
478,2,ureter_stub
479,2,ureter_stub
480,2,ureter_stub
481,1,renal_pelvis
482,1,renal_pelvis
483,1,renal_pelvis
484,1,renal_pelvis
485,1,renal_pelvis
486,1,renal_pelvis
487,2,ureter_stub
488,2,ureter_stub
489,2,ureter_stub
490,2,ureter_stub
491,2,ureter_stub
492,2,ureter_stub
493,2,ureter_stub
494,2,ureter_stub
495,2,ureter_stub
496,2,ureter_stub
497,2,ureter_stub
498,2,ureter_stub
499,2,ureter_stub
500,2,ureter_stub
501,2,ureter_stub
502,2,ureter_stub
503,2,ureter_stub
504,2,ureter_stub
505,2,ureter_stub
506,2,ureter_stub
507,2,ureter_stub
508,2,ureter_stub
509,2,ureter_stub
510,2,ureter_stub
511,2,ureter_stub
512,2,ureter_stub
513,2,ureter_stub
514,2,ureter_stub
515,2,ureter_stub
516,2,ureter_stub
517,2,ureter_stub
518,2,ureter_stub
519,2,ureter_stub
520,2,ureter_stub
521,2,ureter_stub
522,1,renal_pelvis
523,1,renal_pelvis
524,1,renal_pelvis
525,1,renal_pelvis
526,1,renal_pelvis
527,1,renal_pelvis
528,1,renal_pelvis
529,2,ureter_stub
530,2,ureter_stub
531,2,ureter_stub
532,2,ureter_stub
533,2,ureter_stub
534,2,ureter_stub
535,2,ureter_stub
536,2,ureter_stub
537,2,ureter_stub
538,2,ureter_stub
539,2,ureter_stub
540,2,ureter_stub
541,2,ureter_stub
542,2,ureter_stub
543,2,ureter_stub
544,2,ureter_stub
545,2,ureter_stub
546,2,ureter_stub
547,2,ureter_stub
548,2,ureter_stub
549,2,ureter_stub
550,2,ureter_stub
551,2,ureter_stub
552,2,ureter_stub
553,2,ureter_stub
554,2,ureter_stub
555,2,ureter_stub
556,2,ureter_stub
557,2,ureter_stub
558,2,ureter_stub
559,1,renal_pelvis
560,1,renal_pelvis
561,1,renal_pelvis
562,1,renal_pelvis
563,1,renal_pelvis
564,1,renal_pelvis
565,1,renal_pelvis
566,1,renal_pelvis
567,1,renal_pelvis
568,1,renal_pelvis
569,1,renal_pelvis
570,1,renal_pelvis
571,2,ureter_stub
572,2,ureter_stub
573,2,ureter_stub
574,2,ureter_stub
575,2,ureter_stub
576,2,ureter_stub
577,2,ureter_stub
578,2,ureter_stub
579,2,ureter_stub
580,2,ureter_stub
581,2,ureter_stub
582,2,ureter_stub
583,2,ureter_stub
584,2,ureter_stub
585,2,ureter_stub
586,2,ureter_stub
587,2,ureter_stub
588,2,ureter_stub
589,2,ureter_stub
590,2,ureter_stub
591,2,ureter_stub
592,2,ureter_stub
593,1,renal_pelvis
594,1,renal_pelvis
595,1,renal_pelvis
596,1,renal_pelvis
597,1,renal_pelvis
598,1,renal_pelvis
599,1,renal_pelvis
600,1,renal_pelvis
601,1,renal_pelvis
602,1,renal_pelvis
603,1,renal_pelvis
604,1,renal_pelvis
605,1,renal_pelvis
606,1,renal_pelvis
607,1,renal_pelvis
608,1,renal_pelvis
609,1,renal_pelvis
610,1,renal_pelvis
611,1,renal_pelvis
612,1,renal_pelvis
613,1,renal_pelvis
614,1,renal_pelvis
615,1,renal_pelvis
616,1,renal_pelvis
617,1,renal_pelvis
618,1,renal_pelvis
619,1,renal_pelvis
620,1,renal_pelvis
621,1,renal_pelvis
622,1,renal_pelvis
623,1,renal_pelvis
624,1,renal_pelvis
625,1,renal_pelvis
626,1,renal_pelvis
627,1,renal_pelvis
628,1,renal_pelvis
629,1,renal_pelvis
630,1,renal_pelvis
631,1,renal_pelvis
632,1,renal_pelvis
633,1,renal_pelvis
634,1,renal_pelvis
635,1,renal_pelvis
636,3,upj
637,3,upj
638,2,ureter_stub
639,3,upj
640,1,renal_pelvis
641,1,renal_pelvis
642,1,renal_pelvis
643,1,renal_pelvis
644,1,renal_pelvis
645,1,renal_pelvis
646,2,ureter_stub
647,2,ureter_stub
648,2,ureter_stub
649,2,ureter_stub
650,2,ureter_stub
651,2,ureter_stub
652,2,ureter_stub
653,2,ureter_stub
654,2,ureter_stub
655,2,ureter_stub
656,2,ureter_stub
657,2,ureter_stub
658,2,ureter_stub
659,2,ureter_stub
660,2,ureter_stub
661,2,ureter_stub
662,2,ureter_stub
663,2,ureter_stub
664,2,ureter_stub
665,3,upj
666,3,upj
667,3,upj
668,3,upj
669,3,upj
670,3,upj
671,1,renal_pelvis
672,1,renal_pelvis
673,1,renal_pelvis
674,1,renal_pelvis
675,2,ureter_stub
676,2,ureter_stub
677,2,ureter_stub
678,2,ureter_stub
679,2,ureter_stub
680,2,ureter_stub
681,2,ureter_stub
682,2,ureter_stub
683,2,ureter_stub
684,2,ureter_stub
685,2,ureter_stub
686,2,ureter_stub
687,2,ureter_stub
688,2,ureter_stub
689,2,ureter_stub
690,2,ureter_stub
691,2,ureter_stub
692,2,ureter_stub
693,2,ureter_stub
694,2,ureter_stub
695,2,ureter_stub
696,2,ureter_stub
697,2,ureter_stub
698,2,ureter_stub
699,3,upj
700,3,upj
701,3,upj
702,3,upj
703,1,renal_pelvis
704,1,renal_pelvis
705,1,renal_pelvis
706,2,ureter_stub
707,2,ureter_stub
708,2,ureter_stub
709,2,ureter_stub
710,2,ureter_stub
711,2,ureter_stub
712,2,ureter_stub
713,2,ureter_stub
714,2,ureter_stub
715,2,ureter_stub
716,2,ureter_stub
717,2,ureter_stub
718,2,ureter_stub
719,2,ureter_stub
720,2,ureter_stub
721,2,ureter_stub
722,2,ureter_stub
723,2,ureter_stub
724,2,ureter_stub
725,2,ureter_stub
726,3,upj
727,3,upj
728,3,upj
729,3,upj
730,3,upj
731,1,renal_pelvis
732,1,renal_pelvis
733,1,renal_pelvis
734,2,ureter_stub
735,2,ureter_stub
736,2,ureter_stub
737,2,ureter_stub
738,2,ureter_stub
739,2,ureter_stub
740,2,ureter_stub
741,2,ureter_stub
742,2,ureter_stub
743,2,ureter_stub
744,2,ureter_stub
745,2,ureter_stub
746,2,ureter_stub
747,2,ureter_stub
748,2,ureter_stub
749,2,ureter_stub
750,2,ureter_stub
751,2,ureter_stub
752,2,ureter_stub
753,2,ureter_stub
754,2,ureter_stub
755,2,ureter_stub
756,2,ureter_stub
757,2,ureter_stub
758,2,ureter_stub
759,2,ureter_stub
760,2,ureter_stub
761,3,upj
762,3,upj
763,3,upj
764,1,renal_pelvis
765,1,renal_pelvis
766,1,renal_pelvis
767,1,renal_pelvis
768,2,ureter_stub
769,2,ureter_stub
770,2,ureter_stub
771,2,ureter_stub
772,2,ureter_stub
773,2,ureter_stub
774,2,ureter_stub
775,2,ureter_stub
776,2,ureter_stub
777,2,ureter_stub
778,2,ureter_stub
779,2,ureter_stub
780,2,ureter_stub
781,2,ureter_stub
782,2,ureter_stub
783,2,ureter_stub
784,2,ureter_stub
785,2,ureter_stub
786,2,ureter_stub
787,2,ureter_stub
788,2,ureter_stub
789,2,ureter_stub
790,3,upj
791,3,upj
792,3,upj
793,1,renal_pelvis
794,1,renal_pelvis
795,1,renal_pelvis
796,1,renal_pelvis
797,2,ureter_stub
798,2,ureter_stub
799,2,ureter_stub
800,2,ureter_stub
801,2,ureter_stub
802,2,ureter_stub
803,2,ureter_stub
804,2,ureter_stub
805,2,ureter_stub
806,2,ureter_stub
807,2,ureter_stub
808,2,ureter_stub
809,2,ureter_stub
810,2,ureter_stub
811,2,ureter_stub
812,2,ureter_stub
813,2,ureter_stub
814,2,ureter_stub
815,3,upj
816,3,upj
817,1,renal_pelvis
818,1,renal_pelvis
819,1,renal_pelvis
820,1,renal_pelvis
821,2,ureter_stub
822,2,ureter_stub
823,2,ureter_stub
824,2,ureter_stub
825,2,ureter_stub
826,2,ureter_stub
827,2,ureter_stub
828,2,ureter_stub
829,2,ureter_stub
830,2,ureter_stub
831,2,ureter_stub
832,2,ureter_stub
833,2,ureter_stub
834,2,ureter_stub
835,2,ureter_stub
836,2,ureter_stub
837,2,ureter_stub
838,2,ureter_stub
839,2,ureter_stub
840,2,ureter_stub
841,2,ureter_stub
842,2,ureter_stub
843,2,ureter_stub
844,1,renal_pelvis
845,1,renal_pelvis
846,1,renal_pelvis
847,1,renal_pelvis
848,1,renal_pelvis
849,2,ureter_stub
850,2,ureter_stub
851,2,ureter_stub
852,2,ureter_stub
853,2,ureter_stub
854,2,ureter_stub
855,2,ureter_stub
856,2,ureter_stub
857,2,ureter_stub
858,2,ureter_stub
859,2,ureter_stub
860,2,ureter_stub
861,2,ureter_stub
862,2,ureter_stub
863,2,ureter_stub
864,2,ureter_stub
865,2,ureter_stub
866,2,ureter_stub
867,2,ureter_stub
868,2,ureter_stub
869,2,ureter_stub
870,1,renal_pelvis
871,1,renal_pelvis
872,1,renal_pelvis
873,1,renal_pelvis
874,1,renal_pelvis
875,2,ureter_stub
876,2,ureter_stub
877,2,ureter_stub
878,2,ureter_stub
879,2,ureter_stub
880,2,ureter_stub
881,2,ureter_stub
882,2,ureter_stub
883,2,ureter_stub
884,2,ureter_stub
885,2,ureter_stub
886,2,ureter_stub
887,2,ureter_stub
888,2,ureter_stub
889,2,ureter_stub
890,2,ureter_stub
891,2,ureter_stub
892,2,ureter_stub
893,2,ureter_stub
894,2,ureter_stub
895,2,ureter_stub
896,2,ureter_stub
897,1,renal_pelvis
898,1,renal_pelvis
899,1,renal_pelvis
900,1,renal_pelvis
901,1,renal_pelvis
902,1,renal_pelvis
903,1,renal_pelvis
904,2,ureter_stub
905,2,ureter_stub
906,2,ureter_stub
907,2,ureter_stub
908,2,ureter_stub
909,2,ureter_stub
910,2,ureter_stub
911,2,ureter_stub
912,2,ureter_stub
913,2,ureter_stub
914,2,ureter_stub
915,2,ureter_stub
916,2,ureter_stub
917,2,ureter_stub
918,2,ureter_stub
919,2,ureter_stub
920,2,ureter_stub
921,2,ureter_stub
922,2,ureter_stub
923,2,ureter_stub
924,2,ureter_stub
925,2,ureter_stub
926,2,ureter_stub
927,2,ureter_stub
928,2,ureter_stub
929,2,ureter_stub
930,2,ureter_stub
931,2,ureter_stub
932,2,ureter_stub
933,2,ureter_stub
934,2,ureter_stub
935,2,ureter_stub
936,2,ureter_stub
937,2,ureter_stub
938,2,ureter_stub
939,2,ureter_stub
940,2,ureter_stub
941,2,ureter_stub
942,1,renal_pelvis
943,1,renal_pelvis
944,1,renal_pelvis
945,1,renal_pelvis
946,1,renal_pelvis
947,1,renal_pelvis
948,1,renal_pelvis
949,1,renal_pelvis
950,1,renal_pelvis
951,1,renal_pelvis
952,1,renal_pelvis
953,1,renal_pelvis
954,1,renal_pelvis
955,2,ureter_stub
956,2,ureter_stub
957,2,ureter_stub
958,2,ureter_stub
959,2,ureter_stub
960,2,ureter_stub
961,2,ureter_stub
962,2,ureter_stub
963,2,ureter_stub
964,2,ureter_stub
965,2,ureter_stub
966,2,ureter_stub
967,2,ureter_stub
968,2,ureter_stub
969,2,ureter_stub
970,2,ureter_stub
971,2,ureter_stub
972,2,ureter_stub
973,2,ureter_stub
974,2,ureter_stub
975,2,ureter_stub
976,2,ureter_stub
977,2,ureter_stub
978,2,ureter_stub
979,2,ureter_stub
980,2,ureter_stub
981,2,ureter_stub
982,1,renal_pelvis
983,1,renal_pelvis
984,1,renal_pelvis
985,1,renal_pelvis
986,1,renal_pelvis
987,1,renal_pelvis
988,1,renal_pelvis
989,1,renal_pelvis
990,1,renal_pelvis
991,1,renal_pelvis
992,1,renal_pelvis
993,1,renal_pelvis
994,1,renal_pelvis
995,1,renal_pelvis
996,1,renal_pelvis
997,1,renal_pelvis
998,1,renal_pelvis
999,1,renal_pelvis
1000,1,renal_pelvis
1001,1,renal_pelvis
1002,1,renal_pelvis
1003,1,renal_pelvis
1004,1,renal_pelvis
1005,1,renal_pelvis
1006,1,renal_pelvis
1007,1,renal_pelvis
1008,1,renal_pelvis
1009,1,renal_pelvis
1010,1,renal_pelvis
1011,1,renal_pelvis
1012,1,renal_pelvis
1013,1,renal_pelvis
1014,1,renal_pelvis
1015,1,renal_pelvis
1016,1,renal_pelvis
1017,1,renal_pelvis
1018,1,renal_pelvis
1019,1,renal_pelvis
1020,1,renal_pelvis
1021,1,renal_pelvis
1022,1,renal_pelvis
1023,1,renal_pelvis
1024,2,ureter_stub
1025,2,ureter_stub
1026,2,ureter_stub
1027,3,upj
1028,3,upj
1029,3,upj
1030,3,upj
1031,3,upj
1032,1,renal_pelvis
1033,1,renal_pelvis
1034,1,renal_pelvis
1035,1,renal_pelvis
1036,1,renal_pelvis
1037,2,ureter_stub
1038,2,ureter_stub
1039,2,ureter_stub
1040,2,ureter_stub
1041,2,ureter_stub
1042,2,ureter_stub
1043,2,ureter_stub
1044,2,ureter_stub
1045,2,ureter_stub
1046,2,ureter_stub
1047,2,ureter_stub
1048,2,ureter_stub
1049,2,ureter_stub
1050,2,ureter_stub
1051,2,ureter_stub
1052,3,upj
1053,3,upj
1054,3,upj
1055,1,renal_pelvis
1056,3,upj
1057,1,renal_pelvis
1058,1,renal_pelvis
1059,1,renal_pelvis
1060,2,ureter_stub
1061,2,ureter_stub
1062,2,ureter_stub
1063,2,ureter_stub
1064,2,ureter_stub
1065,2,ureter_stub
1066,2,ureter_stub
1067,2,ureter_stub
1068,2,ureter_stub
1069,2,ureter_stub
1070,2,ureter_stub
1071,2,ureter_stub
1072,2,ureter_stub
1073,2,ureter_stub
1074,2,ureter_stub
1075,2,ureter_stub
1076,2,ureter_stub
1077,2,ureter_stub
1078,2,ureter_stub
1079,2,ureter_stub
1080,3,upj
1081,1,renal_pelvis
1082,1,renal_pelvis
1083,2,ureter_stub
1084,2,ureter_stub
1085,2,ureter_stub
1086,2,ureter_stub
1087,2,ureter_stub
1088,2,ureter_stub
1089,2,ureter_stub
1090,2,ureter_stub
1091,2,ureter_stub
1092,2,ureter_stub
1093,2,ureter_stub
1094,2,ureter_stub
1095,2,ureter_stub
1096,2,ureter_stub
1097,2,ureter_stub
1098,2,ureter_stub
1099,2,ureter_stub
1100,2,ureter_stub
1101,2,ureter_stub
1102,2,ureter_stub
1103,2,ureter_stub
1104,1,renal_pelvis
1105,1,renal_pelvis
1106,1,renal_pelvis
1107,2,ureter_stub
1108,2,ureter_stub
1109,2,ureter_stub
1110,2,ureter_stub
1111,2,ureter_stub
1112,2,ureter_stub
1113,2,ureter_stub
1114,2,ureter_stub
1115,2,ureter_stub
1116,2,ureter_stub
1117,2,ureter_stub
1118,2,ureter_stub
1119,2,ureter_stub
1120,2,ureter_stub
1121,2,ureter_stub
1122,2,ureter_stub
1123,2,ureter_stub
1124,2,ureter_stub
1125,2,ureter_stub
1126,2,ureter_stub
1127,2,ureter_stub
1128,2,ureter_stub
1129,2,ureter_stub
1130,2,ureter_stub
1131,2,ureter_stub
1132,2,ureter_stub
1133,1,renal_pelvis
1134,2,ureter_stub
1135,2,ureter_stub
1136,2,ureter_stub
1137,2,ureter_stub
1138,2,ureter_stub
1139,2,ureter_stub
1140,2,ureter_stub
1141,2,ureter_stub
1142,2,ureter_stub
1143,2,ureter_stub
1144,2,ureter_stub
1145,2,ureter_stub
1146,2,ureter_stub
1147,2,ureter_stub
1148,2,ureter_stub
1149,2,ureter_stub
1150,2,ureter_stub
1151,2,ureter_stub
1152,2,ureter_stub
1153,2,ureter_stub
1154,2,ureter_stub
1155,2,ureter_stub
1156,2,ureter_stub
1157,2,ureter_stub
1158,2,ureter_stub
1159,2,ureter_stub
1160,2,ureter_stub
1161,2,ureter_stub
1162,3,upj
1163,1,renal_pelvis
1164,2,ureter_stub
1165,2,ureter_stub
1166,2,ureter_stub
1167,2,ureter_stub
1168,2,ureter_stub
1169,2,ureter_stub
1170,2,ureter_stub
1171,2,ureter_stub
1172,2,ureter_stub
1173,2,ureter_stub
1174,2,ureter_stub
1175,2,ureter_stub
1176,2,ureter_stub
1177,2,ureter_stub
1178,2,ureter_stub
1179,2,ureter_stub
1180,2,ureter_stub
1181,2,ureter_stub
1182,2,ureter_stub
1183,2,ureter_stub
1184,2,ureter_stub
1185,2,ureter_stub
1186,2,ureter_stub
1187,2,ureter_stub
1188,2,ureter_stub
1189,2,ureter_stub
1190,2,ureter_stub
1191,2,ureter_stub
1192,3,upj
1193,3,upj
1194,1,renal_pelvis
1195,1,renal_pelvis
1196,2,ureter_stub
1197,2,ureter_stub
1198,2,ureter_stub
1199,2,ureter_stub
1200,2,ureter_stub
1201,2,ureter_stub
1202,2,ureter_stub
1203,2,ureter_stub
1204,2,ureter_stub
1205,2,ureter_stub
1206,2,ureter_stub
1207,2,ureter_stub
1208,2,ureter_stub
1209,2,ureter_stub
1210,2,ureter_stub
1211,2,ureter_stub
1212,2,ureter_stub
1213,2,ureter_stub
1214,2,ureter_stub
1215,2,ureter_stub
1216,2,ureter_stub
1217,2,ureter_stub
1218,2,ureter_stub
1219,2,ureter_stub
1220,2,ureter_stub
1221,3,upj
