face_index,label_id,label
169,1,renal_pelvis
170,1,renal_pelvis
171,1,renal_pelvis
172,1,renal_pelvis
173,1,renal_pelvis
174,1,renal_pelvis
175,1,renal_pelvis
176,1,renal_pelvis
177,1,renal_pelvis
178,1,renal_pelvis
179,1,renal_pelvis
180,1,renal_pelvis
181,1,renal_pelvis
182,1,renal_pelvis
183,1,renal_pelvis
184,1,renal_pelvis
185,1,renal_pelvis
186,1,renal_pelvis
187,1,renal_pelvis
188,1,renal_pelvis
189,1,renal_pelvis
190,1,renal_pelvis
191,1,renal_pelvis
192,1,renal_pelvis
193,1,renal_pelvis
194,1,renal_pelvis
195,1,renal_pelvis
196,1,renal_pelvis
197,1,renal_pelvis
198,1,renal_pelvis
199,1,renal_pelvis
200,1,renal_pelvis
201,1,renal_pelvis
202,1,renal_pelvis
203,1,renal_pelvis
204,1,renal_pelvis
205,1,renal_pelvis
206,1,renal_pelvis
207,1,renal_pelvis
208,1,renal_pelvis
209,1,renal_pelvis
210,1,renal_pelvis
211,1,renal_pelvis
212,1,renal_pelvis
213,1,renal_pelvis
214,1,renal_pelvis
215,1,renal_pelvis
216,1,renal_pelvis
217,1,renal_pelvis
218,1,renal_pelvis
219,1,renal_pelvis
220,1,renal_pelvis
221,1,renal_pelvis
222,1,renal_pelvis
223,1,renal_pelvis
224,1,renal_pelvis
225,1,renal_pelvis
226,1,renal_pelvis
227,1,renal_pelvis
228,1,renal_pelvis
229,1,renal_pelvis
230,1,renal_pelvis
231,1,renal_pelvis
232,1,renal_pelvis
233,1,renal_pelvis
234,1,renal_pelvis
235,1,renal_pelvis
236,1,renal_pelvis
237,1,renal_pelvis
238,1,renal_pelvis
239,1,renal_pelvis
240,1,renal_pelvis
241,1,renal_pelvis
242,1,renal_pelvis
243,1,renal_pelvis
244,1,renal_pelvis
245,1,renal_pelvis
246,1,renal_pelvis
247,1,renal_pelvis
248,1,renal_pelvis
249,1,renal_pelvis
250,1,renal_pelvis
251,1,renal_pelvis
252,1,renal_pelvis
253,1,renal_pelvis
254,1,renal_pelvis
255,1,renal_pelvis
256,1,renal_pelvis
257,1,renal_pelvis
258,1,renal_pelvis
259,1,renal_pelvis
260,1,renal_pelvis
261,1,renal_pelvis
262,1,renal_pelvis
263,1,renal_pelvis
264,1,renal_pelvis
265,1,renal_pelvis
266,1,renal_pelvis
267,1,renal_pelvis
268,1,renal_pelvis
269,1,renal_pelvis
270,1,renal_pelvis
271,1,renal_pelvis
272,1,renal_pelvis
273,1,renal_pelvis
274,1,renal_pelvis
275,1,renal_pelvis
276,1,renal_pelvis
277,1,renal_pelvis
278,1,renal_pelvis
279,1,renal_pelvis
280,1,renal_pelvis
281,1,renal_pelvis
282,1,renal_pelvis
283,1,renal_pelvis
284,1,renal_pelvis
285,1,renal_pelvis
286,1,renal_pelvis
287,1,renal_pelvis
288,1,renal_pelvis
289,1,renal_pelvis
290,1,renal_pelvis
291,1,renal_pelvis
292,1,renal_pelvis
293,1,renal_pelvis
294,1,renal_pelvis
295,1,renal_pelvis
296,1,renal_pelvis
297,1,renal_pelvis
298,1,renal_pelvis
299,1,renal_pelvis
300,1,renal_pelvis
301,1,renal_pelvis
302,1,renal_pelvis
303,1,renal_pelvis
304,1,renal_pelvis
305,1,renal_pelvis
306,1,renal_pelvis
307,1,renal_pelvis
308,1,renal_pelvis
309,1,renal_pelvis
310,1,renal_pelvis
311,1,renal_pelvis
312,1,renal_pelvis
313,1,renal_pelvis
314,1,renal_pelvis
315,1,renal_pelvis
316,2,ureter_stub
317,2,ureter_stub
318,2,ureter_stub
319,2,ureter_stub
320,2,ureter_stub
321,2,ureter_stub
322,2,ureter_stub
323,2,ureter_stub
324,2,ureter_stub
325,2,ureter_stub
326,1,renal_pelvis
327,1,renal_pelvis
328,1,renal_pelvis
329,1,renal_pelvis
330,1,renal_pelvis
331,1,renal_pelvis
332,1,renal_pelvis
333,1,renal_pelvis
334,1,renal_pelvis
335,1,renal_pelvis
336,1,renal_pelvis
337,1,renal_pelvis
338,1,renal_pelvis
339,1,renal_pelvis
340,2,ureter_stub
341,2,ureter_stub
342,2,ureter_stub
343,2,ureter_stub
344,2,ureter_stub
345,2,ureter_stub
346,2,ureter_stub
347,2,ureter_stub
348,2,ureter_stub
349,2,ureter_stub
350,2,ureter_stub
351,2,ureter_stub
352,2,ureter_stub
353,2,ureter_stub
354,2,ureter_stub
355,2,ureter_stub
356,1,renal_pelvis
357,1,renal_pelvis
358,1,renal_pelvis
359,1,renal_pelvis
360,1,renal_pelvis
361,1,renal_pelvis
362,1,renal_pelvis
363,1,renal_pelvis
364,1,renal_pelvis
365,1,renal_pelvis
366,1,renal_pelvis
367,1,renal_pelvis
368,1,renal_pelvis
369,1,renal_pelvis
370,1,renal_pelvis
371,1,renal_pelvis
372,2,ureter_stub
373,2,ureter_stub
374,2,ureter_stub
375,2,ureter_stub
376,2,ureter_stub
377,2,ureter_stub
378,2,ureter_stub
379,2,ureter_stub
380,2,ureter_stub
381,2,ureter_stub
382,2,ureter_stub
383,2,ureter_stub
384,1,renal_pelvis
385,1,renal_pelvis
386,1,renal_pelvis
387,1,renal_pelvis
388,1,renal_pelvis
389,1,renal_pelvis
390,1,renal_pelvis
391,1,renal_pelvis
392,1,renal_pelvis
393,1,renal_pelvis
394,1,renal_pelvis
395,1,renal_pelvis
396,1,renal_pelvis
397,1,renal_pelvis
398,1,renal_pelvis
399,1,renal_pelvis
400,1,renal_pelvis
401,1,renal_pelvis
402,1,renal_pelvis
403,1,renal_pelvis
404,1,renal_pelvis
405,1,renal_pelvis
406,1,renal_pelvis
407,1,renal_pelvis
408,1,renal_pelvis
409,1,renal_pelvis
410,1,renal_pelvis
411,1,renal_pelvis
412,1,renal_pelvis
413,1,renal_pelvis
414,1,renal_pelvis
415,1,renal_pelvis
416,1,renal_pelvis
417,1,renal_pelvis
418,1,renal_pelvis
419,1,renal_pelvis
420,1,renal_pelvis
421,1,renal_pelvis
422,1,renal_pelvis
423,1,renal_pelvis
424,1,renal_pelvis
425,1,renal_pelvis
426,1,renal_pelvis
427,1,renal_pelvis
428,1,renal_pelvis
429,1,renal_pelvis
430,1,renal_pelvis
431,1,renal_pelvis
432,1,renal_pelvis
433,1,renal_pelvis
434,1,renal_pelvis
435,1,renal_pelvis
436,1,renal_pelvis
437,1,renal_pelvis
438,1,renal_pelvis
439,1,renal_pelvis
440,1,renal_pelvis
441,1,renal_pelvis
442,1,renal_pelvis
443,1,renal_pelvis
444,1,renal_pelvis
445,1,renal_pelvis
446,1,renal_pelvis
447,1,renal_pelvis
448,1,renal_pelvis
449,1,renal_pelvis
450,1,renal_pelvis
451,1,renal_pelvis
452,1,renal_pelvis
453,1,renal_pelvis
454,1,renal_pelvis
455,1,renal_pelvis
456,1,renal_pelvis
457,1,renal_pelvis
458,1,renal_pelvis
459,1,renal_pelvis
460,1,renal_pelvis
461,1,renal_pelvis
462,1,renal_pelvis
463,1,renal_pelvis
464,1,renal_pelvis
465,1,renal_pelvis
466,1,renal_pelvis
467,1,renal_pelvis
468,1,renal_pelvis
469,1,renal_pelvis
470,1,renal_pelvis
471,1,renal_pelvis
472,1,renal_pelvis
473,1,renal_pelvis
474,1,renal_pelvis
475,1,renal_pelvis
476,1,renal_pelvis
477,1,renal_pelvis
478,1,renal_pelvis
479,1,renal_pelvis
480,1,renal_pelvis
481,1,renal_pelvis
482,1,renal_pelvis
483,1,renal_pelvis
484,1,renal_pelvis
485,1,renal_pelvis
486,1,renal_pelvis
487,1,renal_pelvis
488,1,renal_pelvis
489,1,renal_pelvis
490,1,renal_pelvis
491,1,renal_pelvis
492,1,renal_pelvis
493,1,renal_pelvis
494,1,renal_pelvis
495,1,renal_pelvis
496,1,renal_pelvis
497,1,renal_pelvis
498,1,renal_pelvis
499,1,renal_pelvis
500,1,renal_pelvis
501,1,renal_pelvis
502,2,ureter_stub
503,2,ureter_stub
504,2,ureter_stub
505,2,ureter_stub
506,2,ureter_stub
507,2,ureter_stub
508,2,ureter_stub
509,2,ureter_stub
510,2,ureter_stub
511,2,ureter_stub
512,2,ureter_stub
513,2,ureter_stub
514,2,ureter_stub
515,2,ureter_stub
516,2,ureter_stub
517,2,ureter_stub
518,2,ureter_stub
519,2,ureter_stub
520,2,ureter_stub
521,2,ureter_stub
522,2,ureter_stub
523,2,ureter_stub
524,2,ureter_stub
525,2,ureter_stub
526,2,ureter_stub
527,2,ureter_stub
528,1,renal_pelvis
529,1,renal_pelvis
530,1,renal_pelvis
531,1,renal_pelvis
532,1,renal_pelvis
533,1,renal_pelvis
534,1,renal_pelvis
535,1,renal_pelvis
536,1,renal_pelvis
537,1,renal_pelvis
538,2,ureter_stub
539,2,ureter_stub
540,2,ureter_stub
541,2,ureter_stub
542,2,ureter_stub
543,2,ureter_stub
544,2,ureter_stub
545,2,ureter_stub
546,2,ureter_stub
547,2,ureter_stub
548,2,ureter_stub
549,2,ureter_stub
550,2,ureter_stub
551,2,ureter_stub
552,2,ureter_stub
553,2,ureter_stub
554,2,ureter_stub
555,2,ureter_stub
556,2,ureter_stub
557,2,ureter_stub
558,2,ureter_stub
559,2,ureter_stub
560,2,ureter_stub
561,2,ureter_stub
562,2,ureter_stub
563,2,ureter_stub
564,2,ureter_stub
565,2,ureter_stub
566,2,ureter_stub
567,2,ureter_stub
568,2,ureter_stub
569,2,ureter_stub
570,2,ureter_stub
571,2,ureter_stub
572,2,ureter_stub
573,2,ureter_stub
574,2,ureter_stub
575,2,ureter_stub
576,2,ureter_stub
577,2,ureter_stub
578,2,ureter_stub
579,2,ureter_stub
580,2,ureter_stub
581,2,ureter_stub
582,2,ureter_stub
583,2,ureter_stub
584,1,renal_pelvis
585,1,renal_pelvis
586,1,renal_pelvis
587,1,renal_pelvis
588,1,renal_pelvis
589,1,renal_pelvis
590,1,renal_pelvis
591,1,renal_pelvis
592,1,renal_pelvis
593,1,renal_pelvis
594,2,ureter_stub
595,2,ureter_stub
596,2,ureter_stub
597,2,ureter_stub
598,2,ureter_stub
599,2,ureter_stub
600,2,ureter_stub
601,2,ureter_stub
602,2,ureter_stub
603,2,ureter_stub
604,2,ureter_stub
605,2,ureter_stub
606,2,ureter_stub
607,2,ureter_stub
608,2,ureter_stub
609,2,ureter_stub
610,2,ureter_stub
611,2,ureter_stub
612,2,ureter_stub
613,2,ureter_stub
614,2,ureter_stub
615,2,ureter_stub
616,2,ureter_stub
617,2,ureter_stub
618,2,ureter_stub
619,2,ureter_stub
620,2,ureter_stub
621,2,ureter_stub
622,2,ureter_stub
623,2,ureter_stub
624,2,ureter_stub
625,2,ureter_stub
626,2,ureter_stub
627,2,ureter_stub
628,2,ureter_stub
629,2,ureter_stub
630,2,ureter_stub
631,2,ureter_stub
632,2,ureter_stub
633,2,ureter_stub
634,2,ureter_stub
635,2,ureter_stub
636,2,ureter_stub
637,2,ureter_stub
638,2,ureter_stub
639,2,ureter_stub
640,2,ureter_stub
641,2,ureter_stub
642,2,ureter_stub
643,2,ureter_stub
644,2,ureter_stub
645,2,ureter_stub
646,2,ureter_stub
647,2,ureter_stub
648,2,ureter_stub
649,2,ureter_stub
650,2,ureter_stub
651,2,ureter_stub
652,2,ureter_stub
653,2,ureter_stub
654,2,ureter_stub
655,2,ureter_stub
656,2,ureter_stub
657,2,ureter_stub
658,1,renal_pelvis
659,1,renal_pelvis
660,1,renal_pelvis
661,1,renal_pelvis
662,1,renal_pelvis
663,1,renal_pelvis
664,1,renal_pelvis
665,1,renal_pelvis
666,1,renal_pelvis
667,1,renal_pelvis
668,2,ureter_stub
669,2,ureter_stub
670,2,ureter_stub
671,2,ureter_stub
672,2,ureter_stub
673,2,ureter_stub
674,2,ureter_stub
675,2,ureter_stub
676,2,ureter_stub
677,2,ureter_stub
678,2,ureter_stub
679,2,ureter_stub
680,2,ureter_stub
681,2,ureter_stub
682,2,ureter_stub
683,2,ureter_stub
684,2,ureter_stub
685,2,ureter_stub
686,2,ureter_stub
687,2,ureter_stub
688,2,ureter_stub
689,2,ureter_stub
690,2,ureter_stub
691,2,ureter_stub
692,2,ureter_stub
693,2,ureter_stub
694,2,ureter_stub
695,2,ureter_stub
696,2,ureter_stub
697,2,ureter_stub
698,2,ureter_stub
699,2,ureter_stub
700,2,ureter_stub
701,2,ureter_stub
702,2,ureter_stub
703,2,ureter_stub
704,2,ureter_stub
705,2,ureter_stub
706,2,ureter_stub
707,2,ureter_stub
708,2,ureter_stub
709,2,ureter_stub
710,2,ureter_stub
711,2,ureter_stub
712,2,ureter_stub
713,2,ureter_stub
714,2,ureter_stub
715,2,ureter_stub
716,2,ureter_stub
717,2,ureter_stub
718,2,ureter_stub
719,2,ureter_stub
720,2,ureter_stub
721,2,ureter_stub
722,2,ureter_stub
723,2,ureter_stub
724,2,ureter_stub
725,2,ureter_stub
726,2,ureter_stub
727,2,ureter_stub
728,2,ureter_stub
729,2,ureter_stub
730,2,ureter_stub
731,2,ureter_stub
732,2,ureter_stub
733,2,ureter_stub
734,2,ureter_stub
735,2,ureter_stub
736,2,ureter_stub
737,2,ureter_stub
738,1,renal_pelvis
739,1,renal_pelvis
740,1,renal_pelvis
741,1,renal_pelvis
742,1,renal_pelvis
743,1,renal_pelvis
744,1,renal_pelvis
745,1,renal_pelvis
746,1,renal_pelvis
747,1,renal_pelvis
748,2,ureter_stub
749,2,ureter_stub
750,2,ureter_stub
751,2,ureter_stub
752,2,ureter_stub
753,2,ureter_stub
754,2,ureter_stub
755,2,ureter_stub
756,2,ureter_stub
757,2,ureter_stub
758,2,ureter_stub
759,2,ureter_stub
760,2,ureter_stub
761,2,ureter_stub
762,2,ureter_stub
763,2,ureter_stub
764,2,ureter_stub
765,2,ureter_stub
766,2,ureter_stub
767,2,ureter_stub
768,2,ureter_stub
769,2,ureter_stub
770,2,ureter_stub
771,2,ureter_stub
772,2,ureter_stub
773,2,ureter_stub
774,2,ureter_stub
775,2,ureter_stub
776,2,ureter_stub
777,2,ureter_stub
778,2,ureter_stub
779,2,ureter_stub
780,2,ureter_stub
781,2,ureter_stub
782,2,ureter_stub
783,2,ureter_stub
784,2,ureter_stub
785,2,ureter_stub
786,2,ureter_stub
787,2,ureter_stub
788,2,ureter_stub
789,2,ureter_stub
790,2,ureter_stub
791,2,ureter_stub
792,2,ureter_stub
793,2,ureter_stub
794,2,ureter_stub
795,2,ureter_stub
796,2,ureter_stub
797,2,ureter_stub
798,2,ureter_stub
799,2,ureter_stub
800,2,ureter_stub
801,2,ureter_stub
802,2,ureter_stub
803,2,ureter_stub
804,2,ureter_stub
805,2,ureter_stub
806,2,ureter_stub
807,2,ureter_stub
808,2,ureter_stub
809,2,ureter_stub
810,2,ureter_stub
811,2,ureter_stub
812,1,renal_pelvis
813,1,renal_pelvis
814,1,renal_pelvis
815,1,renal_pelvis
816,1,renal_pelvis
817,1,renal_pelvis
818,1,renal_pelvis
819,1,renal_pelvis
820,1,renal_pelvis
821,1,renal_pelvis
822,1,renal_pelvis
823,1,renal_pelvis
824,2,ureter_stub
825,2,ureter_stub
826,2,ureter_stub
827,2,ureter_stub
828,2,ureter_stub
829,2,ureter_stub
830,2,ureter_stub
831,2,ureter_stub
832,2,ureter_stub
833,2,ureter_stub
834,2,ureter_stub
835,2,ureter_stub
836,2,ureter_stub
837,2,ureter_stub
838,2,ureter_stub
839,2,ureter_stub
840,2,ureter_stub
841,2,ureter_stub
842,2,ureter_stub
843,2,ureter_stub
844,2,ureter_stub
845,2,ureter_stub
846,2,ureter_stub
847,2,ureter_stub
848,2,ureter_stub
849,2,ureter_stub
850,2,ureter_stub
851,2,ureter_stub
852,2,ureter_stub
853,2,ureter_stub
854,2,ureter_stub
855,2,ureter_stub
856,2,ureter_stub
857,2,ureter_stub
858,2,ureter_stub
859,2,ureter_stub
860,2,ureter_stub
861,2,ureter_stub
862,2,ureter_stub
863,2,ureter_stub
864,2,ureter_stub
865,2,ureter_stub
866,2,ureter_stub
867,2,ureter_stub
868,2,ureter_stub
869,2,ureter_stub
870,2,ureter_stub
871,2,ureter_stub
872,2,ureter_stub
873,2,ureter_stub
874,2,ureter_stub
875,2,ureter_stub
876,2,ureter_stub
877,2,ureter_stub
878,2,ureter_stub
879,2,ureter_stub
880,2,ureter_stub
881,2,ureter_stub
882,2,ureter_stub
883,2,ureter_stub
884,2,ureter_stub
885,2,ureter_stub
886,2,ureter_stub
887,2,ureter_stub
888,2,ureter_stub
889,2,ureter_stub
890,2,ureter_stub
891,2,ureter_stub
892,1,renal_pelvis
893,1,renal_pelvis
894,1,renal_pelvis
895,1,renal_pelvis
896,1,renal_pelvis
897,1,renal_pelvis
898,1,renal_pelvis
899,1,renal_pelvis
900,1,renal_pelvis
901,1,renal_pelvis
902,1,renal_pelvis
903,1,renal_pelvis
904,1,renal_pelvis
905,1,renal_pelvis
906,2,ureter_stub
907,2,ureter_stub
908,2,ureter_stub
909,2,ureter_stub
910,2,ureter_stub
911,2,ureter_stub
912,2,ureter_stub
913,2,ureter_stub
914,2,ureter_stub
915,2,ureter_stub
916,2,ureter_stub
917,2,ureter_stub
918,2,ureter_stub
919,2,ureter_stub
920,2,ureter_stub
921,2,ureter_stub
922,2,ureter_stub
923,2,ureter_stub
924,2,ureter_stub
925,2,ureter_stub
926,2,ureter_stub
927,2,ureter_stub
928,2,ureter_stub
929,2,ureter_stub
930,2,ureter_stub
931,2,ureter_stub
932,2,ureter_stub
933,2,ureter_stub
934,2,ureter_stub
935,2,ureter_stub
936,2,ureter_stub
937,2,ureter_stub
938,2,ureter_stub
939,2,ureter_stub
940,2,ureter_stub
941,2,ureter_stub
942,2,ureter_stub
943,2,ureter_stub
944,2,ureter_stub
945,2,ureter_stub
946,2,ureter_stub
947,2,ureter_stub
948,2,ureter_stub
949,2,ureter_stub
950,2,ureter_stub
951,2,ureter_stub
952,2,ureter_stub
953,2,ureter_stub
954,2,ureter_stub
955,2,ureter_stub
956,2,ureter_stub
957,2,ureter_stub
958,2,ureter_stub
959,2,ureter_stub
960,2,ureter_stub
961,2,ureter_stub
962,2,ureter_stub
963,2,ureter_stub
964,1,renal_pelvis
965,1,renal_pelvis
966,1,renal_pelvis
967,1,renal_pelvis
968,1,renal_pelvis
969,1,renal_pelvis
970,1,renal_pelvis
971,1,renal_pelvis
972,1,renal_pelvis
973,1,renal_pelvis
974,1,renal_pelvis
975,1,renal_pelvis
976,1,renal_pelvis
977,1,renal_pelvis
978,1,renal_pelvis
979,1,renal_pelvis
980,1,renal_pelvis
981,1,renal_pelvis
982,1,renal_pelvis
983,1,renal_pelvis
984,1,renal_pelvis
985,1,renal_pelvis
986,1,renal_pelvis
987,1,renal_pelvis
988,2,ureter_stub
989,2,ureter_stub
990,2,ureter_stub
991,2,ureter_stub
992,2,ureter_stub
993,2,ureter_stub
994,2,ureter_stub
995,2,ureter_stub
996,2,ureter_stub
997,2,ureter_stub
998,2,ureter_stub
999,2,ureter_stub
1000,2,ureter_stub
1001,2,ureter_stub
1002,2,ureter_stub
1003,2,ureter_stub
1004,2,ureter_stub
1005,2,ureter_stub
1006,2,ureter_stub
1007,2,ureter_stub
1008,2,ureter_stub
1009,2,ureter_stub
1010,2,ureter_stub
1011,2,ureter_stub
1012,2,ureter_stub
1013,2,ureter_stub
1014,2,ureter_stub
1015,2,ureter_stub
1016,2,ureter_stub
1017,2,ureter_stub
1018,2,ureter_stub
1019,2,ureter_stub
1020,2,ureter_stub
1021,2,ureter_stub
1022,2,ureter_stub
1023,2,ureter_stub
1024,2,ureter_stub
1025,2,ureter_stub
1026,2,ureter_stub
1027,2,ureter_stub
1028,2,ureter_stub
1029,2,ureter_stub
1030,2,ureter_stub
1031,2,ureter_stub
1032,1,renal_pelvis
1033,1,renal_pelvis
1034,1,renal_pelvis
1035,1,renal_pelvis
1036,1,renal_pelvis
1037,1,renal_pelvis
1038,1,renal_pelvis
1039,1,renal_pelvis
1040,1,renal_pelvis
1041,1,renal_pelvis
1042,1,renal_pelvis
1043,1,renal_pelvis
1044,1,renal_pelvis
1045,1,renal_pelvis
1046,1,renal_pelvis
1047,1,renal_pelvis
1048,1,renal_pelvis
1049,1,renal_pelvis
1050,1,renal_pelvis
1051,1,renal_pelvis
1052,1,renal_pelvis
1053,1,renal_pelvis
1054,1,renal_pelvis
1055,1,renal_pelvis
1056,1,renal_pelvis
1057,1,renal_pelvis
1058,1,renal_pelvis
1059,1,renal_pelvis
1060,1,renal_pelvis
1061,1,renal_pelvis
1062,1,renal_pelvis
1063,1,renal_pelvis
1064,1,renal_pelvis
1065,1,renal_pelvis
1066,1,renal_pelvis
1067,1,renal_pelvis
1068,1,renal_pelvis
1069,1,renal_pelvis
1070,1,renal_pelvis
1071,1,renal_pelvis
1072,1,renal_pelvis
1073,1,renal_pelvis
1074,1,renal_pelvis
1075,1,renal_pelvis
1076,1,renal_pelvis
1077,1,renal_pelvis
1078,1,renal_pelvis
1079,1,renal_pelvis
1080,1,renal_pelvis
1081,1,renal_pelvis
1082,1,renal_pelvis
1083,1,renal_pelvis
1084,1,renal_pelvis
1085,1,renal_pelvis
1086,1,renal_pelvis
1087,1,renal_pelvis
1088,1,renal_pelvis
1089,1,renal_pelvis
1090,1,renal_pelvis
1091,1,renal_pelvis
1092,1,renal_pelvis
1093,1,renal_pelvis
1094,1,renal_pelvis
1095,1,renal_pelvis
1096,1,renal_pelvis
1097,1,renal_pelvis
1098,1,renal_pelvis
1099,1,renal_pelvis
1100,1,renal_pelvis
1101,1,renal_pelvis
1102,1,renal_pelvis
1103,1,renal_pelvis
1104,1,renal_pelvis
1105,1,renal_pelvis
1106,1,renal_pelvis
1107,1,renal_pelvis
1108,1,renal_pelvis
1109,1,renal_pelvis
1110,1,renal_pelvis
1111,1,renal_pelvis
1112,3,upj
1113,3,upj
1114,1,renal_pelvis
1115,1,renal_pelvis
1116,1,renal_pelvis
1117,1,renal_pelvis
1118,1,renal_pelvis
1119,1,renal_pelvis
1120,1,renal_pelvis
1121,1,renal_pelvis
1122,1,renal_pelvis
1123,1,renal_pelvis
1124,1,renal_pelvis
1125,1,renal_pelvis
1126,2,ureter_stub
1127,2,ureter_stub
1128,2,ureter_stub
1129,2,ureter_stub
1130,2,ureter_stub
1131,2,ureter_stub
1132,2,ureter_stub
1133,2,ureter_stub
1134,2,ureter_stub
1135,2,ureter_stub
1136,2,ureter_stub
1137,2,ureter_stub
1138,2,ureter_stub
1139,2,ureter_stub
1140,2,ureter_stub
1141,2,ureter_stub
1142,2,ureter_stub
1143,2,ureter_stub
1144,2,ureter_stub
1145,3,upj
1146,3,upj
1147,3,upj
1148,3,upj
1149,3,upj
1150,3,upj
1151,3,upj
1152,1,renal_pelvis
1153,1,renal_pelvis
1154,1,renal_pelvis
1155,1,renal_pelvis
1156,1,renal_pelvis
1157,1,renal_pelvis
1158,1,renal_pelvis
1159,1,renal_pelvis
1160,2,ureter_stub
1161,2,ureter_stub
1162,2,ureter_stub
1163,2,ureter_stub
1164,2,ureter_stub
1165,2,ureter_stub
1166,2,ureter_stub
1167,2,ureter_stub
1168,2,ureter_stub
1169,2,ureter_stub
1170,2,ureter_stub
1171,2,ureter_stub
1172,2,ureter_stub
1173,2,ureter_stub
1174,2,ureter_stub
1175,2,ureter_stub
1176,2,ureter_stub
1177,2,ureter_stub
1178,2,ureter_stub
1179,2,ureter_stub
1180,2,ureter_stub
1181,2,ureter_stub
1182,2,ureter_stub
1183,2,ureter_stub
1184,2,ureter_stub
1185,2,ureter_stub
1186,2,ureter_stub
1187,2,ureter_stub
1188,2,ureter_stub
1189,2,ureter_stub
1190,2,ureter_stub
1191,2,ureter_stub
1192,3,upj
1193,2,ureter_stub
1194,3,upj
1195,3,upj
1196,3,upj
1197,3,upj
