point_index,x_mm,y_mm,z_mm,label_id,label
94,-6.532645375152469,4.9144472287902845,-49.04237572210783,2,ureter_stub
95,-7.011833600681761,-0.22955928952059929,-10.53814337418273,3,upj
96,6.6100390491258665,-4.962683609107838,1.719994859952108,1,renal_pelvis
97,-3.540990600885909,3.1058305509971507,-33.87995920406724,2,ureter_stub
98,17.538702590284803,-3.632435239863829,1.407015837473589,10,calyx_middle_02
99,-1.6076455243569676,3.3714528264655437,-59.09150207297672,2,ureter_stub
100,7.569004612402076,4.37644748378746,-10.256143686519298,6,major_lower
101,2.7025661652847486,-6.079361045900511,2.0712358952412084,1,renal_pelvis
102,-4.816861072452902,0.40695054017347326,-81.61287496733117,2,ureter_stub
103,18.816074085484153,-7.952597838834624,2.4954017978417444,10,calyx_middle_02
104,27.27039608201469,-8.46684108198536,1.587543424179866,10,calyx_middle_02
105,2.504901668855856,4.450129347757592,-7.83847978971456,6,major_lower
106,-4.544466982667551,1.0962635545470223,-71.3183148468731,2,ureter_stub
107,-6.445799210062533,3.182543662076031,-18.069924258270486,2,ureter_stub
108,-7.639461983541505,-3.551691924245387,-3.430286344326633,1,renal_pelvis
109,-3.686614055927482,4.079940648202837,-39.10047642625071,2,ureter_stub
110,-9.45785045898012,1.161516212460119,-3.513621232663365,1,renal_pelvis
111,12.914522237975474,2.5415596735257986,-1.1565213677536483,9,calyx_middle_01
112,25.184885542967248,7.7140415917297185,0.012299372461684666,9,calyx_middle_01
113,-7.146679193119106,4.254787941439661,-48.51073293171602,2,ureter_stub
114,-4.98898446895609,-0.6937179421604127,-88.39095303918562,2,ureter_stub
115,-5.976325761389386,5.0083477073021525,2.766786616174681,1,renal_pelvis
116,-5.859505639541189,4.24681752917292,-28.10931847474285,2,ureter_stub
117,1.6121540858677816,-6.292297288264179,-1.8541599755465847,1,renal_pelvis
118,-4.945219097186221,0.47130834623538426,-33.65439934062687,2,ureter_stub
119,0.20172196115804908,2.352267182952452,-9.377376061400183,1,renal_pelvis
120,19.58348433510095,-7.2527042012804035,-0.47231351985986786,10,calyx_middle_02
121,-9.238203395091908,2.9850927999785664,-0.05490223851158897,1,renal_pelvis
122,13.550899964697065,-1.2281552004105385,18.276292911998194,8,calyx_upper_01
123,-2.815893979538009,-1.2469355833255997,-18.02763314688505,2,ureter_stub
124,-3.293659655730015,1.3086043951034823,-26.71960857636046,2,ureter_stub
125,9.805698551230025,0.20199606604419013,-2.87445805355169,1,renal_pelvis
126,0.3786611760165234,5.883125327504132,-4.063560044967845,1,renal_pelvis
127,-5.051710340411161,0.5113385958100706,-85.41351704686502,2,ureter_stub
128,9.425873922938825,-0.023244151783398254,-19.75625151464824,7,lower_pole_access
129,4.382864432441533,-5.8366183602358435,0.42718321919784025,1,renal_pelvis
130,6.477915013096732,-3.8706148878638547,7.849529347628883,4,major_upper
131,-4.956689470305993,1.3670909024623739,-53.33843791059228,2,ureter_stub
132,36.90363717399597,-1.7181967195816654,-60.847674167028025,14,calyx_lower_04
133,34.86490041885377,-3.3473015121667755,-60.46646819723283,14,calyx_lower_04
134,25.79448516447007,-1.2407233137308376,-44.76292159002503,13,calyx_lower_03
135,3.268982733381493,-0.1305164878380629,-11.059183813161619,6,major_lower
136,-1.9331363114138633,4.710696026984782,-71.32651319777426,2,ureter_stub
137,13.328201181109979,2.256344383899086,20.876757169165717,8,calyx_upper_01
138,-5.808534175936252,0.24603019973772705,-95.01169611584352,2,ureter_stub
139,-7.51741672794537,3.8664144531395257,-30.511540024865887,2,ureter_stub
140,-2.0287025370502727,1.314199301970613,-66.60961598302573,2,ureter_stub
141,28.115806944414178,9.635458407292676,-12.194625769455735,11,calyx_lower_01
142,7.4515035733638,3.8362217845846733,3.5783054331419817,1,renal_pelvis
143,31.84266071142339,3.1973289283750144,-64.33466751923375,14,calyx_lower_04
144,13.015557415909962,0.3865004771779966,-28.66170867903541,7,lower_pole_access
145,18.212040445957836,-4.066867866425836,1.6920447349148926,10,calyx_middle_02
146,21.901348259417905,-6.946982488074665,-0.10724469422418828,10,calyx_middle_02
147,7.326855539171594,-0.5514636719621991,-8.857974994256853,6,major_lower
148,29.064624296484126,9.573471809363067,3.473083798467311,9,calyx_middle_01
149,19.97161613878917,3.1377096151712407,-36.09699473658702,7,lower_pole_access
150,-5.200025527720468,2.4410148400482545,-64.88896640829859,2,ureter_stub
151,-5.824083827166977,4.2372685006704796,-60.84952048336976,2,ureter_stub
152,18.287703556432458,0.09682271664977582,22.170467885824966,8,calyx_upper_01
153,15.713186002362548,3.666669726116963,20.13525535662194,8,calyx_upper_01
154,29.86247764885926,-3.8496143813604653,-45.517522981205495,13,calyx_lower_03
155,-7.676121274394418,2.381334774043212,-5.3968075839983705,1,renal_pelvis
156,16.31018335199331,3.2360757580006156,-0.6401412810222644,9,calyx_middle_01
157,7.803112659943191,-0.8202022110186356,14.958342443096235,8,calyx_upper_01
158,-6.474073153062136,-0.939477071533265,-21.114789571400298,2,ureter_stub
159,19.97967642790996,3.382730352077986,-45.88692502476511,7,lower_pole_access
160,21.26620411844451,-7.615217021813628,2.9920066977741477,10,calyx_middle_02
161,18.586484884425687,-4.360972181463174,1.9566388384801072,10,calyx_middle_02
162,-7.559619740025787,1.6474692925727756,-41.17777654157062,2,ureter_stub
163,29.951653711694448,7.8924973679654205,-19.419210017646044,11,calyx_lower_01
164,29.8452650702457,9.462239483677672,0.39117352116769644,9,calyx_middle_01
165,24.846590850416657,3.5885414882521647,-49.4811821553363,7,lower_pole_access
166,13.973370399193096,0.5889796977160979,14.662512069224567,8,calyx_upper_01
167,-3.4652318805475217,-5.96531283229203,-2.615285726378715,1,renal_pelvis
168,18.538862999949068,2.4282210348071684,-29.800025166362293,12,calyx_lower_02
169,33.256382869244696,7.570600069464788,-28.75098030698928,12,calyx_lower_02
170,-5.58522783001363,4.762040661442329,-61.218410019691156,2,ureter_stub
171,5.5895600531366245,5.605759486999486,-0.6794776760513257,1,renal_pelvis
172,-6.679632848017337,2.6759622966947405,-16.233776448510405,2,ureter_stub
173,29.675949987175578,-11.039478376963228,1.0246746606314334,10,calyx_middle_02
174,14.767924671755592,2.230464877187914,-23.074691517472303,7,lower_pole_access
175,28.66924193796384,-9.8113945298059,2.839318984071003,10,calyx_middle_02
176,6.685888016555066,4.7830624963039465,-12.437688989777728,7,lower_pole_access
177,16.768739843500395,3.643469341239068,-38.904313150303366,7,lower_pole_access
178,16.56093531605737,6.008310353840539,2.6136268633590727,9,calyx_middle_01
179,26.48648323626065,5.0525101062828455,-19.213797297911373,11,calyx_lower_01
180,-1.7674785440940068,2.8369096956868014,-10.461727004862219,3,upj
181,34.66857408220493,4.631757105095495,-28.72658006729615,12,calyx_lower_02
182,-7.674942949914885,1.3486678326218604,-35.562113459210394,2,ureter_stub
183,15.850938499567437,3.633868780884421,-26.781260705236665,7,lower_pole_access
184,-5.1481538926898205,4.031532379344438,-24.358682110103544,2,ureter_stub
185,12.831219741199266,2.62884072374392,-31.060879102844126,7,lower_pole_access
186,-4.718632652288422,3.866516688753653,-20.959052580880662,2,ureter_stub
187,3.5036996240213334,3.636849626602414,-11.515872814490574,6,major_lower
188,22.731370355668382,5.943765820897382,1.7904253071213632,9,calyx_middle_01
189,26.9821204587361,9.920506388441304,-1.3412082738482258,9,calyx_middle_01
190,33.73321358976008,2.2029809436562964,-65.6388233443198,14,calyx_lower_04
191,29.35080879944188,0.6856042782436707,-60.30966314562016,14,calyx_lower_04
192,16.07873912046888,1.4165514201808846,-26.853283012580818,7,lower_pole_access
193,25.54248362488315,3.619408934058365,-16.340724755245926,11,calyx_lower_01
194,-4.353031714017115,-5.266783782201088,-4.061614971616947,1,renal_pelvis
195,-3.979260466750662,1.0685529445466289,-68.8689589916711,2,ureter_stub
196,-1.319880381763641,-1.2124731792632346,-90.71338101115333,2,ureter_stub
197,16.634643520666224,1.6255721995178616,-38.94362156644233,7,lower_pole_access
198,16.857521751439762,3.1809096802873453,-39.53646964587918,7,lower_pole_access
199,18.060285259905594,-5.373427353198963,-0.5774391759987817,10,calyx_middle_02
200,-0.2394523500572639,0.10610058468418374,-83.41567121596823,2,ureter_stub
201,-7.9574842868957445,1.317656130069756,-26.30536766630299,2,ureter_stub
202,30.086857740653418,-4.114202434745866,-42.978451838591575,13,calyx_lower_03
203,15.257988280588238,0.4253447818952895,23.249106391540682,8,calyx_upper_01
204,17.250696335505715,4.779418634630498,-0.6383715143829005,9,calyx_middle_01
205,-3.368194937727678,-1.9326996799254108,-90.5840420851633,2,ureter_stub
206,29.999939337621445,2.081773368738712,-60.389069957546,14,calyx_lower_04
207,6.9560024659741595,4.3498610505383,-3.561413457962172,1,renal_pelvis
208,3.354738637880579,-2.5762363835239395,-8.250462336832642,1,renal_pelvis
209,-7.286690824315519,0.5851612770286468,-31.881879432254948,2,ureter_stub
210,30.876763080371735,-0.1227101485037789,-57.14416408375503,14,calyx_lower_04
211,15.939730284423367,-5.108263032808541,-0.940787205054683,10,calyx_middle_02
212,9.092189224580641,1.9032221592872,11.577242683323902,8,calyx_upper_01
213,16.618681695356095,1.965392640667808,-17.144623523239286,11,calyx_lower_01
214,13.321335255212462,1.1083013606069,-0.6163086957311511,9,calyx_middle_01
215,-4.825403010902531,-1.4205565087858756,-91.9641492010073,2,ureter_stub
216,7.229552917714913,-0.3179003985032632,-16.210731087576335,7,lower_pole_access
217,15.827234567173162,3.769036540430957,3.044733384474432,9,calyx_middle_01
218,-8.590789626061293,3.6894113295240905,-0.1851000713113935,1,renal_pelvis
219,20.739713829864723,3.842753786654469,-46.3272664171893,7,lower_pole_access
220,17.85331227110459,1.9881781120633808,-29.724543854843894,12,calyx_lower_02
221,35.551115660708234,3.0506183326545444,-62.93706831618027,14,calyx_lower_04
222,15.44161753960112,2.7731873254738884,-24.854774293278282,7,lower_pole_access
223,32.561409448677104,-3.279607754403231,-42.02580482395549,13,calyx_lower_03
224,9.192760404506064,-1.8812522133616494,4.365362788754819,1,renal_pelvis
225,8.845777561882343,1.946525666321094,15.201768080256436,8,calyx_upper_01
226,-3.292887480734131,3.0452909074657484,-44.0387368330284,2,ureter_stub
227,-7.324793786755047,2.29699841452076,-18.74350860995846,2,ureter_stub
228,-4.736789877261059,3.2180452581407306,-12.495006110866997,2,ureter_stub
229,-1.5087039058999538,-1.2282240477063286,-95.44213546556075,2,ureter_stub
230,29.387873338352684,1.5001365121425831,-64.06471423475918,14,calyx_lower_04
231,9.968927492209252,-0.2993585270446909,17.429489656649633,8,calyx_upper_01
232,28.88471157177756,2.795252580159616,-55.31624019101869,14,calyx_lower_04
233,7.169285644129218,2.684656106626637,-19.425115784698654,7,lower_pole_access
234,-2.5756597876683207,2.989535103023349,-12.103403212520913,2,ureter_stub
235,-3.56179377675931,4.061362660088781,-41.509627901840744,2,ureter_stub
236,-1.2580746770265325,3.484891516115482,-78.2018209897767,2,ureter_stub
237,-2.648933651358497,2.7470947785514337,-91.15289084357754,2,ureter_stub
238,25.85213513495616,2.6555240837331735,-54.924798932359096,14,calyx_lower_04
239,5.163256503250079,4.370070924861095,5.084061832508305,1,renal_pelvis
240,19.09501369210183,0.21414868372034818,-40.663413814210664,7,lower_pole_access
241,23.877167151338483,4.343262412173192,-30.211304683293374,12,calyx_lower_02
242,-4.035546865245329,-0.7302452923869673,-23.70117920781968,2,ureter_stub
243,30.315881978595417,2.356769919693802,-56.31406282974756,14,calyx_lower_04
244,-5.658955436356832,2.5935567329156433,6.99296334488553,1,renal_pelvis
245,15.887118230930952,-0.5219132910672307,18.867805973276628,8,calyx_upper_01
246,33.29247803850016,3.385715002029686,-64.18582915136349,14,calyx_lower_04
247,0.5033784127459464,-2.183520919014567,-9.269248155747242,1,renal_pelvis
248,19.15526765994693,0.6348973224759391,-36.29556962143789,7,lower_pole_access
249,24.64170220324815,-1.6168150892820488,-41.58011775909863,13,calyx_lower_03
250,0.06579787804544296,2.483499515681691,-9.330442619432072,3,upj
251,8.53607299957067,-2.17752055681376,4.7030631437294055,1,renal_pelvis
252,14.784294120249763,4.588886726485672,-30.391239151843585,7,lower_pole_access
253,11.770418742995814,2.3669902500344624,13.906159566546753,8,calyx_upper_01
254,16.593071023025512,3.118980926691031,19.345348172849736,8,calyx_upper_01
255,-5.262489105103411,3.2398361925114534,-14.202497673954669,2,ureter_stub
256,28.42578288372235,-1.272050802816407,-43.522047408787195,13,calyx_lower_03
257,-0.550208926721987,-0.28475812989561433,-85.93747250695375,2,ureter_stub
258,2.625742794826827,5.708468275616769,-4.179898446343822,1,renal_pelvis
259,33.07790145180923,0.07601413477499949,-58.412301642671245,14,calyx_lower_04
260,21.775950156594046,2.014740945082585,-50.64794102111918,7,lower_pole_access
261,-6.892437983602585,3.988121783113717,-52.20348370334604,2,ureter_stub
262,15.654849416109023,5.174736756491554,-0.5629123954834563,9,calyx_middle_01
263,25.020235020039323,8.272196277325568,-19.053009386978843,11,calyx_lower_01
264,-3.9067993640798435,0.17914873288323535,-26.804024930493675,2,ureter_stub
265,-4.275694723460438,-3.1611675987525754,-10.370211105490093,3,upj
266,17.5044018803618,4.402627119197285,-31.14183880950762,7,lower_pole_access
267,-8.616881668290855,-2.318462353942427,3.926484321747557,1,renal_pelvis
268,-5.888348361361203,2.8083497546362315,-59.86272643321332,2,ureter_stub
269,14.51377920098738,2.691034149183314,3.015461849286007,9,calyx_middle_01
270,-6.937920356209449,3.9940965521185396,-27.409102878023766,2,ureter_stub
271,-6.2509652682500585,3.856225393831889,-23.307081954762392,2,ureter_stub
272,16.67073875423606,1.9900638732688947,-27.778565051541182,7,lower_pole_access
273,-7.921669466791464,-3.758960403315565,-2.183396031307796,1,renal_pelvis
274,27.736131427015113,-3.931627422603356,-43.46848014817814,13,calyx_lower_03
275,33.10009005595037,-5.037307737595082,-41.94540346469534,13,calyx_lower_03
276,23.314403142414754,5.741328947951468,-13.807099784140302,11,calyx_lower_01
277,32.71899067965626,-4.917358643435676,-42.05055871342599,13,calyx_lower_03
278,15.523677503412861,6.20802965148118,1.5364915894281255,9,calyx_middle_01
279,12.80576277135308,-0.01520864024567705,-25.21801715027775,7,lower_pole_access
280,-5.9185976131802684,0.7681398716305173,-42.709018104335705,2,ureter_stub
281,-1.3437259094713259,2.6318202912885504,-62.75339130152054,2,ureter_stub
282,11.828101590001662,2.837624182514831,-28.895136417309303,7,lower_pole_access
283,-7.074849058708489,4.458397154852823,-35.91669464437462,2,ureter_stub
284,16.468661914698174,0.19128077855919395,-34.30182505500609,7,lower_pole_access
285,-7.04233520131379,0.186203143082036,-28.787773011028392,2,ureter_stub
286,12.320295904712927,2.2870605629905807,14.190670793761306,8,calyx_upper_01
287,16.410505222075752,-6.3059179433537444,2.9528026932134717,10,calyx_middle_02
288,20.069032362664217,1.5139123476819267,-36.38376989562815,7,lower_pole_access
289,-7.12484133188034,4.52822545170655,1.8602059213833229,1,renal_pelvis
290,1.8061581955423707,4.438745476453328,6.6918705369701685,1,renal_pelvis
291,14.500980013090503,0.5786364287424317,-24.41218678777466,7,lower_pole_access
292,10.896924095916916,0.07363115073709611,-22.466974815561755,7,lower_pole_access
293,-9.504949787912775,0.3428322002742494,3.3526684154184374,1,renal_pelvis
294,23.95657353596315,-0.2068430885998317,-40.901096349293454,13,calyx_lower_03
295,8.901029250061933,2.1837699636785537,12.460276602419775,8,calyx_upper_01
296,6.427815261787697,4.174504698122974,-15.880630553318253,7,lower_pole_access
297,23.95225778830552,10.343792780794614,0.6379645483954133,9,calyx_middle_01
298,-0.7866206551857088,-6.330340171627016,-2.452392354683539,1,renal_pelvis
299,10.734514526106883,3.378206474292363,2.9635897892163965,9,calyx_middle_01
300,-5.719891299875945,-0.9487647443756325,-96.81939085319347,2,ureter_stub
301,22.48155554504178,6.21233097861113,-16.961203153897905,11,calyx_lower_01
302,16.641505140857948,-3.140938613878597,1.590734960791166,10,calyx_middle_02
303,7.941742788745937,-4.182637870715968,-1.7153990053894808,1,renal_pelvis
304,-7.663343329852181,2.8749035018508984,-45.59189225739326,2,ureter_stub
305,24.572072944073295,4.582699038915348,-18.056011856585492,11,calyx_lower_01
306,35.56122820576723,-6.173446537392627,-43.03841993984253,13,calyx_lower_03
307,31.78204663122371,6.294787028755126,-31.17406369802679,12,calyx_lower_02
308,23.69195166559626,1.536942750156397,-42.43600319456969,13,calyx_lower_03
309,11.298736785668325,2.739084516709705,-1.2898162684479553,9,calyx_middle_01
310,-8.102289910632965,1.3440744779085305,-29.341541227587022,2,ureter_stub
311,31.045881889310422,-5.162224708897134,-44.266322184199616,13,calyx_lower_03
312,2.9114237972257095,-5.97023490363035,-2.7552872492968374,1,renal_pelvis
313,13.103096080311989,0.9892621563636294,2.783941765940033,9,calyx_middle_01
314,29.263830877617508,1.1174215804606196,-54.26932049564468,14,calyx_lower_04
315,29.572926151152405,-2.3509176041719186,-42.74686885698882,13,calyx_lower_03
316,26.967538463014506,1.1027734545848147,-52.246390891429684,14,calyx_lower_04
317,11.551874563176868,3.92129508882684,-27.086862068559387,7,lower_pole_access
318,30.598498743982148,2.5137792309042397,-64.58690896616118,14,calyx_lower_04
319,9.621797511859107,-3.360258900420173,3.4683132478035557,10,calyx_middle_02
320,25.41520205589235,7.320378643357585,0.8419918659841465,9,calyx_middle_01
321,32.920229291007736,-4.013551685890007,-64.38974936352682,14,calyx_lower_04
322,4.935289022370176,2.780657014176834,8.338373103638167,4,major_upper
323,30.433343380139025,10.02931188142912,-16.943816663881517,11,calyx_lower_01
324,11.044699966194264,2.956119411145912,-27.253290627445725,7,lower_pole_access
325,-4.524533465367997,0.014084562149501156,-78.8271405319329,2,ureter_stub
326,-7.981762160918769,-1.455039389294885,-5.415851138709617,1,renal_pelvis
327,17.035071720997983,0.28194673141990034,-35.02856730875099,7,lower_pole_access
328,23.296137893959482,1.8807350970915113,-41.91639059543621,13,calyx_lower_03
329,30.764769928901508,-3.121496833638,-64.73775741225461,14,calyx_lower_04
330,-7.329902860309674,1.6088627213573727,-16.334924487859947,2,ureter_stub
331,-7.299908612292936,2.5956893214465615,-49.187296186495864,2,ureter_stub
332,-4.1286428314418835,2.515599870083897,-89.71167532933431,2,ureter_stub
333,4.1254066354905685,-2.5344687010270253,11.554530700277253,4,major_upper
334,28.408262494792694,9.644702782338513,3.9270345714763053,9,calyx_middle_01
335,-9.861722038392086,-0.0037412906073346353,-2.577828145481952,1,renal_pelvis
336,-3.500471336971269,2.0413740626537034,-28.880278400540067,2,ureter_stub
337,18.550487365841054,-8.282746536246401,1.554534892781621,10,calyx_middle_02
338,32.191479141177034,3.2513166611825137,-64.35270993124814,14,calyx_lower_04
339,-4.1552767621901605,4.584381510564203,-38.903657079930014,2,ureter_stub
340,24.77746426377233,0.5994931622974605,-51.73018684187998,14,calyx_lower_04
341,26.61262392050306,-13.200314433412963,1.7191357298842438,10,calyx_middle_02
342,37.279848636177896,-4.6667343905197445,-44.474393323870835,13,calyx_lower_03
343,13.637571265418384,4.447368867938041,-29.241800848411994,7,lower_pole_access
344,33.45216669855033,-5.308362125730219,-41.93338584527047,13,calyx_lower_03
345,26.568201238951033,10.285895872931583,-18.063582523904664,11,calyx_lower_01
346,-5.995013099215097,3.843022132995382,-59.789774669562156,2,ureter_stub
347,29.08465437152583,10.377666187351444,-17.6666786501854,11,calyx_lower_01
348,22.51737779196383,6.4428936743006195,2.4888137300581636,9,calyx_middle_01
349,8.907542950430418,0.39356970197100827,16.43453010651543,8,calyx_upper_01
350,9.64143053047719,2.787620477474731,-24.357782112322383,7,lower_pole_access
351,29.10450629765729,11.573382769439341,-0.03946945432995913,9,calyx_middle_01
352,13.70190873381977,0.7980736138888278,21.69716881320276,8,calyx_upper_01
353,25.532723862351233,-2.563742153891839,-42.34356317699926,13,calyx_lower_03
354,25.63464253241262,5.816328861558356,-19.427001678526036,11,calyx_lower_01
355,23.515478209672356,2.7147846934775424,-45.01584043713772,7,lower_pole_access
356,0.9749438232693359,-4.475795458409144,-6.901369954624886,1,renal_pelvis
357,23.34808871174176,6.023233006294881,-13.7063898454412,11,calyx_lower_01
358,10.747596636416986,1.981815390838545,-1.629193910844916,9,calyx_middle_01
359,28.861399054812473,-2.670611758950696,-45.634465172183525,13,calyx_lower_03
360,24.38031443734146,-1.5479768349911722,-44.087284514402164,13,calyx_lower_03
361,-3.6861380590528636,4.431278340395398,-43.90065397418349,2,ureter_stub
362,2.847052440255362,5.492445092560025,4.3308719261406265,1,renal_pelvis
363,29.20799476688555,4.099327121403416,-17.683305276684717,11,calyx_lower_01
364,-2.5840602668829344,3.3499102043742854,-9.517562035126032,3,upj
