frame_index,path_id,path_local_index,x_mm,y_mm,z_mm,look_x_mm,look_y_mm,look_z_mm,edge_id,edge_t,radius_mm,estimated_clearance_mm
77,entry_to_lower_access_trunk,33,-4.707119799249181,0.8264183177549522,-17.30775151020275,-4.4714131994994535,0.5509455451699682,-15.038501006801832,edge_ureter_04,0.625,3.0554891735884024,1.5554891735884024
78,entry_to_lower_access_trunk,34,-4.4714131994994535,0.5509455451699682,-15.038501006801832,-4.235706599749727,0.2754727725849841,-12.769250503400915,edge_ureter_04,0.75,3.1486865145624154,1.6486865145624154
79,entry_to_lower_access_trunk,35,-4.235706599749727,0.2754727725849841,-12.769250503400915,-3.5,0.0,-9.1875,edge_ureter_04,0.875,3.241883855536428,1.741883855536428
80,entry_to_lower_access_trunk,36,-3.5,0.0,-9.1875,-3.0,0.0,-7.875,edge_upj_pelvis,0.125,3.4681960469466357,1.9681960469466357
81,entry_to_lower_access_trunk,37,-3.0,0.0,-7.875,-2.5,0.0,-6.5625,edge_upj_pelvis,0.25,3.601310897382831,2.101310897382831
82,entry_to_lower_access_trunk,38,-2.5,0.0,-6.5625,-2.0,0.0,-5.25,edge_upj_pelvis,0.375,3.734425747819026,2.234425747819026
83,entry_to_lower_access_trunk,39,-2.0,0.0,-5.25,-1.5,0.0,-3.9375,edge_upj_pelvis,0.5,3.8675405982552205,2.3675405982552205
84,entry_to_lower_access_trunk,40,-1.5,0.0,-3.9375,-1.0,0.0,-2.625,edge_upj_pelvis,0.625,4.000655448691416,2.5006554486914156
85,entry_to_lower_access_trunk,41,-1.0,0.0,-2.625,-0.5,0.0,-1.3125,edge_upj_pelvis,0.75,4.133770299127611,2.633770299127611
86,entry_to_lower_access_trunk,42,-0.5,0.0,-1.3125,0.725,0.24757252640053568,-1.3180890081278946,edge_upj_pelvis,0.875,4.266885149563806,2.766885149563806
87,entry_to_lower_access_trunk,43,0.725,0.24757252640053568,-1.3180890081278946,1.45,0.49514505280107135,-2.6361780162557893,edge_pelvis_major_lower,0.125,3.8923676579069992,2.3923676579069992
88,entry_to_lower_access_trunk,44,1.45,0.49514505280107135,-2.6361780162557893,2.175,0.742717579201607,-3.954267024383684,edge_pelvis_major_lower,0.25,3.8032334024350045,2.3032334024350045
89,entry_to_lower_access_trunk,45,2.175,0.742717579201607,-3.954267024383684,2.9,0.9902901056021427,-5.272356032511579,edge_pelvis_major_lower,0.375,3.7140991469630107,2.2140991469630107
90,entry_to_lower_access_trunk,46,2.9,0.9902901056021427,-5.272356032511579,3.625,1.2378626320026784,-6.590445040639473,edge_pelvis_major_lower,0.5,3.6249648914910164,2.1249648914910164
91,entry_to_lower_access_trunk,47,3.625,1.2378626320026784,-6.590445040639473,4.35,1.485435158403214,-7.908534048767368,edge_pelvis_major_lower,0.625,3.5358306360190217,2.0358306360190217
92,entry_to_lower_access_trunk,48,4.35,1.485435158403214,-7.908534048767368,5.075,1.7330076848037497,-9.226623056895262,edge_pelvis_major_lower,0.75,3.446696380547028,1.9466963805470279
93,entry_to_lower_access_trunk,49,5.075,1.7330076848037497,-9.226623056895262,6.370845256607561,2.012365739835163,-11.708518184129453,edge_pelvis_major_lower,0.875,3.3575621250750336,1.8575621250750336
94,entry_to_lower_access_trunk,50,6.370845256607561,2.012365739835163,-11.708518184129453,6.941690513215122,2.04415126846604,-12.872324303235752,edge_lower_access_01,0.125,3.073698609770176,1.573698609770176
95,entry_to_lower_access_trunk,51,6.941690513215122,2.04415126846604,-12.872324303235752,7.512535769822684,2.075936797096918,-14.036130422342048,edge_lower_access_01,0.25,3.041323082461819,1.541323082461819
96,entry_to_lower_access_trunk,52,7.512535769822684,2.075936797096918,-14.036130422342048,8.083381026430246,2.107722325727795,-15.199936541448345,edge_lower_access_01,0.375,3.0089475551534623,1.5089475551534623
97,entry_to_lower_access_trunk,53,8.083381026430246,2.107722325727795,-15.199936541448345,8.654226283037808,2.1395078543586723,-16.363742660554642,edge_lower_access_01,0.5,2.9765720278451058,1.4765720278451058
98,entry_to_lower_access_trunk,54,8.654226283037808,2.1395078543586723,-16.363742660554642,9.225071539645368,2.1712933829895498,-17.52754877966094,edge_lower_access_01,0.625,2.9441965005367488,1.4441965005367488
99,entry_to_lower_access_trunk,55,9.225071539645368,2.1712933829895498,-17.52754877966094,9.795916796252929,2.2030789116204272,-18.691354898767237,edge_lower_access_01,0.75,2.911820973228392,1.4118209732283922
100,entry_to_lower_access_trunk,56,9.795916796252929,2.2030789116204272,-18.691354898767237,10.935470110680818,2.2536574791452866,-21.094467361480557,edge_lower_access_01,0.875,2.879445445920035,1.3794454459200352
101,entry_to_lower_access_trunk,57,10.935470110680818,2.2536574791452866,-21.094467361480557,11.504178168501145,2.272450518039268,-22.333773705087584,edge_lower_access_02,0.125,2.8146943913033216,1.3146943913033216
102,entry_to_lower_access_trunk,58,11.504178168501145,2.272450518039268,-22.333773705087584,12.072886226321472,2.2912435569332494,-23.573080048694607,edge_lower_access_02,0.25,2.7823188639949654,1.2823188639949654
103,entry_to_lower_access_trunk,59,12.072886226321472,2.2912435569332494,-23.573080048694607,12.641594284141798,2.3100365958272313,-24.812386392301633,edge_lower_access_02,0.375,2.7499433366866084,1.2499433366866084
104,entry_to_lower_access_trunk,60,12.641594284141798,2.3100365958272313,-24.812386392301633,13.210302341962123,2.3288296347212127,-26.051692735908656,edge_lower_access_02,0.5,2.717567809378252,1.2175678093782518
105,entry_to_lower_access_trunk,61,13.210302341962123,2.3288296347212127,-26.051692735908656,13.77901039978245,2.347622673615194,-27.29099907951568,edge_lower_access_02,0.625,2.6851922820698952,1.1851922820698952
106,entry_to_lower_access_trunk,62,13.77901039978245,2.347622673615194,-27.29099907951568,14.34771845760278,2.3664157125091756,-28.530305423122705,edge_lower_access_02,0.75,2.652816754761538,1.1528167547615382
107,entry_to_lower_access_trunk,63,14.34771845760278,2.3664157125091756,-28.530305423122705,15.482997374456197,2.391009300560243,-31.08441833483748,edge_lower_access_02,0.875,2.620441227453182,1.120441227453182
108,entry_to_lower_access_trunk,64,15.482997374456197,2.391009300560243,-31.08441833483748,16.04956823348929,2.396809849717329,-32.399224902945235,edge_lower_access_03,0.125,2.5556901728364685,1.0556901728364685
109,entry_to_lower_access_trunk,65,16.04956823348929,2.396809849717329,-32.399224902945235,16.61613909252238,2.4026103988744145,-33.714031471052984,edge_lower_access_03,0.25,2.523314645528112,1.023314645528112
110,entry_to_lower_access_trunk,66,16.61613909252238,2.4026103988744145,-33.714031471052984,17.182709951555474,2.4084109480315004,-35.02883803916073,edge_lower_access_03,0.375,2.490939118219755,0.9909391182197549
111,entry_to_lower_access_trunk,67,17.182709951555474,2.4084109480315004,-35.02883803916073,17.749280810588562,2.414211497188586,-36.34364460726849,edge_lower_access_03,0.5,2.4585635909113983,0.9585635909113983
112,entry_to_lower_access_trunk,68,17.749280810588562,2.414211497188586,-36.34364460726849,18.315851669621658,2.420012046345672,-37.658451175376236,edge_lower_access_03,0.625,2.4261880636030417,0.9261880636030417
113,entry_to_lower_access_trunk,69,18.315851669621658,2.420012046345672,-37.658451175376236,18.882422528654747,2.4258125955027583,-38.97325774348399,edge_lower_access_03,0.75,2.3938125362946847,0.8938125362946847
114,entry_to_lower_access_trunk,70,18.882422528654747,2.4258125955027583,-38.97325774348399,20.013427047933696,2.424421204080034,-41.678371104200224,edge_lower_access_03,0.875,2.361437008986328,0.8614370089863281
115,entry_to_lower_access_trunk,71,20.013427047933696,2.424421204080034,-41.678371104200224,20.577860708179553,2.4172292635002237,-43.068677896808694,edge_lower_access_04,0.125,2.296685954369615,0.796685954369615
116,entry_to_lower_access_trunk,72,20.577860708179553,2.4172292635002237,-43.068677896808694,21.14229436842541,2.410037322920414,-44.45898468941718,edge_lower_access_04,0.25,2.264310427061258,0.764310427061258
117,entry_to_lower_access_trunk,73,21.14229436842541,2.410037322920414,-44.45898468941718,21.706728028671268,2.4028453823406037,-45.849291482025656,edge_lower_access_04,0.375,2.2319348997529014,0.7319348997529014
118,entry_to_lower_access_trunk,74,21.706728028671268,2.4028453823406037,-45.849291482025656,22.271161688917125,2.3956534417607935,-47.23959827463413,edge_lower_access_04,0.5,2.1995593724445444,0.6995593724445444
119,entry_to_lower_access_trunk,75,22.271161688917125,2.3956534417607935,-47.23959827463413,22.835595349162983,2.3884615011809838,-48.62990506724261,edge_lower_access_04,0.625,2.167183845136188,0.6671838451361878
120,entry_to_lower_access_trunk,76,22.835595349162983,2.3884615011809838,-48.62990506724261,23.40002900940884,2.381269560601174,-50.02021185985109,edge_lower_access_04,0.75,2.134808317827831,0.6348083178278312
121,entry_to_lower_access_trunk,77,23.40002900940884,2.381269560601174,-50.02021185985109,23.964462669654697,2.374077620021364,-51.41051865245957,edge_lower_access_04,0.875,2.102432790519474,0.6024327905194742
122,entry_to_lower_access_trunk,78,23.964462669654697,2.374077620021364,-51.41051865245957,24.528896329900554,2.3668856794415536,-52.80082544506806,edge_lower_access_04,1.0,2.0700572632111176,0.5700572632111176
123,entry_to_calyx_upper_01,0,-3.9784874627864335,0.0,-101.27002013603666,-3.7939905815175696,0.09053934407379334,-99.00076963263574,edge_ureter_00,0.0,2.629709537291992,1.1297095372919919
124,entry_to_calyx_upper_01,1,-3.7939905815175696,0.09053934407379334,-99.00076963263574,-3.609493700248706,0.18107868814758668,-96.73151912923483,edge_ureter_00,0.125,2.625472259373071,1.1254722593730708
125,entry_to_calyx_upper_01,2,-3.609493700248706,0.18107868814758668,-96.73151912923483,-3.424996818979842,0.27161803222138003,-94.46226862583391,edge_ureter_00,0.25,2.621234981454149,1.121234981454149
126,entry_to_calyx_upper_01,3,-3.424996818979842,0.27161803222138003,-94.46226862583391,-3.240499937710978,0.36215737629517336,-92.19301812243299,edge_ureter_00,0.375,2.616997703535228,1.1169977035352279
127,entry_to_calyx_upper_01,4,-3.240499937710978,0.36215737629517336,-92.19301812243299,-3.0560030564421146,0.4526967203689667,-89.92376761903208,edge_ureter_00,0.5,2.6127604256163064,1.1127604256163064
128,entry_to_calyx_upper_01,5,-3.0560030564421146,0.4526967203689667,-89.92376761903208,-2.8715061751732502,0.5432360644427601,-87.65451711563117,edge_ureter_00,0.625,2.608523147697385,1.108523147697385
129,entry_to_calyx_upper_01,6,-2.8715061751732502,0.5432360644427601,-87.65451711563117,-2.687009293904387,0.6337754085165533,-85.38526661223025,edge_ureter_00,0.75,2.6042858697784634,1.1042858697784634
130,entry_to_calyx_upper_01,7,-2.687009293904387,0.6337754085165533,-85.38526661223025,-2.5783847025389526,1.0948666462917689,-80.84676560542842,edge_ureter_00,0.875,2.6000485918595415,1.1000485918595415
131,entry_to_calyx_upper_01,8,-2.5783847025389526,1.0948666462917689,-80.84676560542842,-2.654256992442382,1.4654185399931912,-78.57751510202749,edge_ureter_01,0.125,2.5847145855578013,1.0847145855578013
132,entry_to_calyx_upper_01,9,-2.654256992442382,1.4654185399931912,-78.57751510202749,-2.730129282345812,1.8359704336946132,-76.30826459862658,edge_ureter_01,0.25,2.573617857174982,1.0736178571749821
133,entry_to_calyx_upper_01,10,-2.730129282345812,1.8359704336946132,-76.30826459862658,-2.806001572249241,2.2065223273960357,-74.03901409522567,edge_ureter_01,0.375,2.562521128792163,1.062521128792163
134,entry_to_calyx_upper_01,11,-2.806001572249241,2.2065223273960357,-74.03901409522567,-2.8818738621526707,2.5770742210974578,-71.76976359182474,edge_ureter_01,0.5,2.551424400409344,1.0514244004093438
135,entry_to_calyx_upper_01,12,-2.8818738621526707,2.5770742210974578,-71.76976359182474,-2.957746152056101,2.94762611479888,-69.50051308842383,edge_ureter_01,0.625,2.5403276720265247,1.0403276720265247
136,entry_to_calyx_upper_01,13,-2.957746152056101,2.94762611479888,-69.50051308842383,-3.03361844195953,3.318178008500302,-67.2312625850229,edge_ureter_01,0.75,2.529230943643706,1.029230943643706
137,entry_to_calyx_upper_01,14,-3.03361844195953,3.318178008500302,-67.2312625850229,-3.4022086677842514,3.625495521757307,-62.692761578221074,edge_ureter_01,0.875,2.5181342152608863,1.0181342152608863
138,entry_to_calyx_upper_01,15,-3.4022086677842514,3.625495521757307,-62.692761578221074,-3.694926603705543,3.5622611413128893,-60.42351107482016,edge_ureter_02,0.125,2.5031637251948764,1.0031637251948764
139,entry_to_calyx_upper_01,16,-3.694926603705543,3.5622611413128893,-60.42351107482016,-3.9876445396268347,3.4990267608684724,-58.15426057141924,edge_ureter_02,0.25,2.4992899635116856,0.9992899635116856
140,entry_to_calyx_upper_01,17,-3.9876445396268347,3.4990267608684724,-58.15426057141924,-4.280362475548126,3.435792380424055,-55.88501006801833,edge_ureter_02,0.375,2.495416201828495,0.9954162018284949
